ride_id,user_id,timestamp,city,ride_type,distance_km,duration_min,base_fare,surge_multiplier,final_fare,rating,payment_method,cancelled,user_age,user_gender,user_segment,hour,day_of_week,month,is_peak_hour
1170,257,2024-01-23 07:05:00,Mumbai,Standard,2.74,18,36.18,2.0,72.36,3,Wallet,0,57,Male,Senior,7,Tuesday,January,1
1171,503,2024-06-11 17:26:00,Chennai,Premium,16.31,59,319.36,1.5,479.04,5,UPI,0,31,Male,Young Professional,17,Tuesday,June,1
1172,370,2024-08-30 18:21:00,Mumbai,XL,11.01,46,170.38,1.0,170.38,4,Card,1,18,Male,Student,18,Friday,August,1
1173,1627,2024-12-27 21:48:00,Mumbai,Premium,4.42,16,96.28,1.0,96.28,3,Wallet,0,30,Male,Young Professional,21,Friday,December,0
1174,1293,2024-07-14 12:04:00,Delhi,Standard,9.92,45,117.95,1.0,117.95,4,UPI,0,37,Other,Mid-Career,12,Sunday,July,0
1175,1187,2024-07-16 07:31:00,Delhi,Premium,16.18,61,336.2,1.5,504.3,2,UPI,0,48,Female,Mid-Career,7,Tuesday,July,1
1176,1928,2024-12-05 01:25:00,Bangalore,Premium,29.72,106,633.8,1.0,633.8,5,Wallet,0,26,Female,Young Professional,1,Thursday,December,0
1177,1554,2024-11-29 15:34:00,Delhi,Pool,24.35,88,179.56,1.0,179.56,1,Card,0,18,Female,Student,15,Friday,November,0
1178,674,2024-03-18 15:03:00,Chennai,Standard,3.15,15,39.23,1.0,39.23,5,Cash,0,40,Female,Mid-Career,15,Monday,March,0
1179,1076,2024-09-10 19:33:00,Mumbai,Pool,4.38,20,39.78,1.0,39.78,4,Cash,0,18,Female,Student,19,Tuesday,September,1
1180,326,2024-01-19 09:26:00,Mumbai,Premium,1.0,12,30.0,2.0,60.0,4,Card,0,27,Male,Young Professional,9,Friday,January,1
1181,1082,2024-03-05 00:41:00,Chennai,XL,2.28,13,38.04,1.0,38.04,4,Cash,0,29,Male,Young Professional,0,Tuesday,March,0
1182,283,2024-09-14 07:50:00,Mumbai,Standard,17.13,58,188.46,1.5,282.69,4,Card,0,31,Female,Young Professional,7,Saturday,September,1
1183,1682,2024-10-29 03:25:00,Bangalore,Premium,3.58,14,78.93,1.0,78.93,4,Card,0,38,Male,Mid-Career,3,Tuesday,October,0
1184,1081,2024-06-18 12:44:00,Bangalore,XL,7.75,40,136.59,1.0,136.59,5,UPI,0,25,Other,Young Professional,12,Tuesday,June,0
1185,380,2024-02-21 02:09:00,Delhi,Standard,8.77,36,101.54,1.0,101.54,4,Wallet,0,29,Female,Young Professional,2,Wednesday,February,0
1186,882,2024-08-13 03:35:00,Bangalore,XL,12.18,50,237.94,1.0,237.94,5,Cash,0,31,Female,Young Professional,3,Tuesday,August,0
1187,1033,2024-02-21 09:52:00,Mumbai,Premium,1.61,10,35.87,1.5,53.8,4,UPI,1,33,Male,Young Professional,9,Wednesday,February,1
1188,1728,2024-09-26 07:05:00,Hyderabad,Standard,2.91,12,37.37,1.5,56.05,5,Card,0,32,Female,Young Professional,7,Thursday,September,1
1189,591,2024-08-21 07:52:00,Mumbai,Standard,4.76,20,60.82,1.5,91.23,5,UPI,0,36,Male,Mid-Career,7,Wednesday,August,1
1190,663,2024-01-08 20:13:00,Delhi,Pool,3.63,18,31.91,2.0,63.82,4,Card,0,40,Other,Mid-Career,20,Monday,January,1
1191,827,2024-03-14 18:28:00,Mumbai,Standard,32.55,118,351.73,1.0,351.73,5,Wallet,0,35,Male,Mid-Career,18,Thursday,March,1
1192,1731,2024-07-28 18:10:00,Delhi,Premium,14.41,61,293.84,1.5,440.76,4,UPI,1,36,Male,Mid-Career,18,Sunday,July,1
1193,1529,2024-12-01 18:07:00,Bangalore,Standard,5.23,21,65.12,1.5,97.68,5,Wallet,1,18,Female,Student,18,Sunday,December,1
1194,1737,2024-03-20 07:48:00,Chennai,Premium,16.91,61,324.73,1.5,487.1,5,UPI,0,32,Male,Young Professional,7,Wednesday,March,1
1195,278,2024-02-08 07:58:00,Bangalore,Standard,3.42,19,42.92,1.5,64.38,5,Card,0,36,Male,Mid-Career,7,Thursday,February,1
1196,1458,2024-08-28 05:55:00,Delhi,Pool,12.33,51,110.77,1.0,110.77,5,Card,0,39,Other,Mid-Career,5,Wednesday,August,0
1197,407,2024-05-15 17:16:00,Chennai,XL,2.03,12,31.04,1.0,31.04,5,UPI,0,25,Male,Young Professional,17,Wednesday,May,1
1198,84,2024-06-22 07:14:00,Delhi,XL,11.84,45,188.39,2.0,376.78,5,Card,0,25,Female,Young Professional,7,Saturday,June,1
1199,436,2024-11-15 01:15:00,Bangalore,Pool,4.88,16,35.82,1.0,35.82,2,Cash,0,26,Male,Young Professional,1,Friday,November,0
1200,1799,2024-12-20 09:03:00,Bangalore,Standard,1.0,12,30.0,2.0,60.0,5,UPI,0,37,Female,Mid-Career,9,Friday,December,1
1201,1397,2024-07-22 05:41:00,Delhi,Pool,2.55,17,30.0,1.0,30.0,4,UPI,0,42,Female,Mid-Career,5,Monday,July,0
1202,145,2024-11-28 08:43:00,Hyderabad,Standard,4.12,18,49.28,1.5,73.92,5,Card,0,27,Male,Young Professional,8,Thursday,November,1
1203,1923,2024-02-11 07:35:00,Mumbai,Standard,11.07,44,133.45,2.0,266.9,5,Cash,0,41,Male,Mid-Career,7,Sunday,February,1
1204,1927,2024-06-17 07:01:00,Bangalore,Standard,1.0,8,30.0,1.5,45.0,5,Wallet,0,33,Female,Young Professional,7,Monday,June,1
1205,1997,2024-12-11 18:03:00,Bangalore,Standard,8.62,40,101.52,2.0,203.04,5,UPI,0,30,Male,Young Professional,18,Wednesday,December,1
1206,1961,2024-09-30 13:41:00,Chennai,Pool,10.07,37,89.4,1.0,89.4,5,Wallet,0,29,Male,Young Professional,13,Monday,September,0
1207,745,2024-07-13 15:53:00,Hyderabad,Premium,8.49,33,169.79,1.0,169.79,3,Card,0,39,Female,Mid-Career,15,Saturday,July,0
1208,151,2024-06-11 06:44:00,Delhi,Standard,11.44,43,137.67,1.0,137.67,4,UPI,0,35,Male,Mid-Career,6,Tuesday,June,0
1209,549,2024-11-16 08:14:00,Bangalore,Standard,1.57,11,30.0,1.5,45.0,5,Wallet,0,54,Male,Senior,8,Saturday,November,1
1210,836,2024-09-06 13:30:00,Delhi,XL,7.08,30,99.22,1.0,99.22,4,UPI,0,23,Female,Student,13,Friday,September,0
1211,201,2024-10-04 07:02:00,Delhi,Standard,22.66,85,288.93,1.0,288.93,5,Cash,0,37,Male,Mid-Career,7,Friday,October,1
1212,1478,2024-01-19 01:02:00,Chennai,Standard,7.55,29,79.22,1.0,79.22,3,Cash,0,26,Male,Young Professional,1,Friday,January,0
1213,509,2024-11-12 22:14:00,Chennai,Standard,7.56,36,82.2,1.0,82.2,4,UPI,0,23,Male,Student,22,Tuesday,November,0
1214,362,2024-02-05 12:48:00,Hyderabad,Pool,10.67,41,76.39,1.0,76.39,5,Card,0,31,Female,Young Professional,12,Monday,February,0
1215,1216,2024-04-30 09:14:00,Mumbai,Premium,3.24,20,63.71,1.5,95.56,5,Card,0,33,Female,Young Professional,9,Tuesday,April,1
1216,530,2024-11-19 17:09:00,Hyderabad,Standard,9.64,48,111.65,1.5,167.48,4,UPI,0,61,Female,Senior,17,Tuesday,November,1
1217,163,2024-12-16 06:55:00,Chennai,Standard,19.84,72,238.02,1.0,238.02,4,Cash,0,30,Male,Young Professional,6,Monday,December,0
1218,279,2024-05-27 09:08:00,Delhi,Premium,1.0,10,30.0,2.0,60.0,2,Wallet,0,20,Male,Student,9,Monday,May,1
1219,351,2024-04-26 19:32:00,Delhi,Premium,16.33,62,359.41,1.5,539.12,2,Card,0,34,Male,Young Professional,19,Friday,April,1
1220,212,2024-02-16 18:20:00,Hyderabad,Standard,1.97,18,30.0,1.5,45.0,3,Wallet,0,18,Male,Student,18,Friday,February,1
1221,1159,2024-08-10 12:20:00,Bangalore,XL,4.87,21,76.55,1.0,76.55,5,UPI,0,31,Female,Young Professional,12,Saturday,August,0
1222,1725,2024-02-20 18:24:00,Chennai,Standard,15.3,59,174.85,1.5,262.27,5,Card,0,32,Male,Young Professional,18,Tuesday,February,1
1223,844,2024-11-20 07:48:00,Delhi,Standard,13.89,54,157.07,1.5,235.6,4,Card,0,39,Male,Mid-Career,7,Wednesday,November,1
1224,508,2024-12-26 15:40:00,Bangalore,XL,17.8,67,275.96,1.0,275.96,2,UPI,0,41,Male,Mid-Career,15,Thursday,December,0
1225,485,2024-02-21 12:42:00,Hyderabad,Standard,22.56,86,232.84,1.0,232.84,5,Wallet,0,26,Female,Young Professional,12,Wednesday,February,0
1226,945,2024-08-15 01:25:00,Delhi,Premium,4.74,22,85.73,1.0,85.73,5,Cash,1,30,Female,Young Professional,1,Thursday,August,0
1227,1018,2024-03-26 08:01:00,Hyderabad,Standard,8.55,36,111.36,1.0,111.36,3,Wallet,0,24,Female,Student,8,Tuesday,March,1
1228,755,2024-12-21 20:32:00,Delhi,Standard,3.96,20,48.96,1.0,48.96,4,Card,0,20,Female,Student,20,Saturday,December,1
1229,1721,2024-06-02 20:48:00,Delhi,XL,3.46,15,64.32,1.5,96.48,3,Wallet,0,35,Male,Mid-Career,20,Sunday,June,1
1230,708,2024-01-15 09:18:00,Mumbai,Standard,4.52,20,52.61,1.0,52.61,3,Card,0,19,Male,Student,9,Monday,January,1
1231,1932,2024-01-24 09:31:00,Delhi,Pool,10.87,45,83.83,1.5,125.74,5,Card,0,27,Male,Young Professional,9,Wednesday,January,1
1232,1781,2024-06-15 07:01:00,Bangalore,Standard,5.57,26,64.09,1.0,64.09,5,Wallet,0,22,Female,Student,7,Saturday,June,1
1233,527,2024-01-29 12:42:00,Chennai,Standard,13.46,56,156.35,1.0,156.35,5,UPI,1,37,Female,Mid-Career,12,Monday,January,0
1234,1410,2024-05-30 07:45:00,Mumbai,Standard,10.94,49,122.6,1.0,122.6,5,Card,0,50,Female,Senior,7,Thursday,May,1
1235,890,2024-07-02 18:44:00,Delhi,Premium,1.0,7,30.0,1.5,45.0,4,UPI,0,18,Female,Student,18,Tuesday,July,1
1236,1711,2024-07-10 13:26:00,Mumbai,Standard,7.96,33,95.79,1.0,95.79,5,Wallet,0,18,Female,Student,13,Wednesday,July,0
1237,459,2024-08-08 09:35:00,Bangalore,Pool,4.59,20,34.85,1.5,52.28,4,UPI,0,30,Female,Young Professional,9,Thursday,August,1
1238,824,2024-03-15 07:04:00,Chennai,Standard,4.88,19,65.88,1.5,98.82,3,UPI,0,32,Female,Young Professional,7,Friday,March,1
1239,1121,2024-05-05 10:02:00,Bangalore,XL,13.65,54,259.75,1.0,259.75,5,UPI,0,34,Female,Young Professional,10,Sunday,May,0
1240,1038,2024-09-28 07:12:00,Bangalore,Standard,6.35,30,85.03,1.0,85.03,4,Card,0,27,Male,Young Professional,7,Saturday,September,1
1241,1179,2024-07-29 06:37:00,Bangalore,Pool,17.35,62,146.51,1.0,146.51,4,UPI,0,29,Female,Young Professional,6,Monday,July,0
1242,1924,2024-10-16 18:02:00,Mumbai,Pool,9.98,39,85.93,1.0,85.93,5,Cash,0,35,Female,Mid-Career,18,Wednesday,October,1
1243,678,2024-12-15 09:13:00,Bangalore,Pool,6.44,26,61.07,1.0,61.07,4,UPI,0,42,Male,Mid-Career,9,Sunday,December,1
1244,616,2024-04-02 13:14:00,Bangalore,Pool,11.24,40,96.73,1.0,96.73,5,Cash,1,18,Female,Student,13,Tuesday,April,0
1245,1748,2024-03-28 09:37:00,Bangalore,Pool,1.0,8,30.0,1.5,45.0,4,UPI,0,28,Female,Young Professional,9,Thursday,March,1
1246,1154,2024-03-30 13:31:00,Hyderabad,Premium,1.0,5,30.0,1.0,30.0,5,UPI,0,34,Male,Young Professional,13,Saturday,March,0
1247,4,2024-02-10 20:00:00,Hyderabad,Standard,1.0,9,30.0,2.0,60.0,4,Cash,0,22,Female,Student,20,Saturday,February,1
1248,1777,2024-11-08 20:22:00,Hyderabad,Standard,4.6,22,49.75,2.0,99.5,5,UPI,0,49,Male,Mid-Career,20,Friday,November,1
1249,1176,2024-07-14 19:44:00,Chennai,XL,2.15,14,33.38,2.0,66.76,1,UPI,0,25,Female,Young Professional,19,Sunday,July,1
1250,1673,2024-11-13 07:05:00,Chennai,Premium,33.21,120,737.36,1.0,737.36,5,Wallet,0,31,Female,Young Professional,7,Wednesday,November,1
1251,659,2024-12-15 09:37:00,Bangalore,Pool,6.25,31,40.9,2.0,81.8,5,UPI,0,37,Male,Mid-Career,9,Sunday,December,1
1252,190,2024-05-03 07:56:00,Mumbai,Standard,8.69,33,91.21,2.0,182.42,4,UPI,0,26,Male,Young Professional,7,Friday,May,1
1253,968,2024-09-11 08:23:00,Delhi,Standard,2.61,12,30.83,2.0,61.66,4,UPI,0,18,Female,Student,8,Wednesday,September,1
1254,1705,2024-10-25 12:32:00,Hyderabad,Standard,3.11,18,38.6,1.0,38.6,4,UPI,0,27,Male,Young Professional,12,Friday,October,0
1255,128,2024-03-14 07:57:00,Mumbai,Premium,3.27,16,56.51,2.0,113.02,5,UPI,0,42,Male,Mid-Career,7,Thursday,March,1
1256,1628,2024-04-28 19:53:00,Mumbai,Standard,9.6,42,113.72,1.0,113.72,5,Cash,0,28,Female,Young Professional,19,Sunday,April,1
1257,1613,2024-08-24 09:10:00,Mumbai,Standard,5.14,25,68.73,1.0,68.73,4,UPI,0,23,Male,Student,9,Saturday,August,1
1258,456,2024-11-22 05:25:00,Bangalore,Standard,5.83,31,70.48,1.0,70.48,5,UPI,0,41,Male,Mid-Career,5,Friday,November,0
1259,78,2024-05-10 17:13:00,Delhi,Standard,7.17,30,94.15,2.0,188.3,5,Wallet,0,28,Female,Young Professional,17,Friday,May,1
1260,434,2024-08-23 02:09:00,Delhi,Premium,11.72,42,220.45,1.0,220.45,2,UPI,0,26,Female,Young Professional,2,Friday,August,0
1261,626,2024-05-10 20:34:00,Mumbai,Standard,1.0,10,30.0,1.0,30.0,4,UPI,0,33,Female,Young Professional,20,Friday,May,1
1262,1610,2024-12-07 06:00:00,Bangalore,Pool,12.0,47,104.15,1.0,104.15,5,Card,0,39,Female,Mid-Career,6,Saturday,December,0
1263,1149,2024-01-05 14:58:00,Delhi,Standard,6.63,30,82.46,1.0,82.46,5,UPI,0,55,Male,Senior,14,Friday,January,0
1264,212,2024-08-26 20:40:00,Mumbai,Standard,8.85,38,93.58,2.0,187.16,1,UPI,0,40,Male,Mid-Career,20,Monday,August,1
1265,193,2024-05-27 07:47:00,Bangalore,Standard,3.17,15,35.04,2.0,70.08,4,Card,1,43,Male,Mid-Career,7,Monday,May,1
1266,1612,2024-12-12 08:39:00,Bangalore,Standard,4.21,17,58.46,1.0,58.46,2,Wallet,0,26,Female,Young Professional,8,Thursday,December,1
1267,227,2024-10-06 18:18:00,Delhi,Standard,2.1,12,30.0,1.0,30.0,5,UPI,0,21,Female,Student,18,Sunday,October,1
1268,340,2024-03-21 18:17:00,Bangalore,Standard,31.02,106,407.03,1.5,610.54,5,Cash,0,32,Female,Young Professional,18,Thursday,March,1
1269,1868,2024-02-07 13:35:00,Mumbai,Premium,5.5,24,104.69,1.0,104.69,3,UPI,1,33,Female,Young Professional,13,Wednesday,February,0
1270,1010,2024-08-14 01:23:00,Hyderabad,Standard,40.0,120,479.85,1.0,479.85,4,UPI,0,21,Female,Student,1,Wednesday,August,0
1271,1164,2024-06-25 23:32:00,Mumbai,Premium,5.38,26,110.84,1.0,110.84,4,UPI,0,30,Male,Young Professional,23,Tuesday,June,0
1272,679,2024-10-27 01:24:00,Mumbai,Pool,1.99,6,30.0,1.0,30.0,5,Card,0,35,Male,Mid-Career,1,Sunday,October,0
1273,413,2024-06-02 20:10:00,Hyderabad,Pool,5.67,25,38.69,1.5,58.04,4,UPI,0,35,Male,Mid-Career,20,Sunday,June,1
1274,186,2024-11-23 12:53:00,Bangalore,Standard,1.0,13,30.0,1.0,30.0,5,Wallet,0,37,Male,Mid-Career,12,Saturday,November,0
1275,323,2024-08-05 12:12:00,Mumbai,Standard,18.81,73,209.39,1.0,209.39,5,Wallet,0,34,Female,Young Professional,12,Monday,August,0
1276,839,2024-12-19 07:48:00,Mumbai,Standard,13.65,56,180.18,1.0,180.18,5,Card,0,26,Male,Young Professional,7,Thursday,December,1
1277,1239,2024-05-08 13:38:00,Hyderabad,Standard,10.35,42,104.27,1.0,104.27,5,UPI,0,26,Female,Young Professional,13,Wednesday,May,0
1278,589,2024-08-21 04:16:00,Hyderabad,XL,7.53,26,127.28,1.0,127.28,4,Card,0,20,Female,Student,4,Wednesday,August,0
1279,509,2024-06-03 18:21:00,Delhi,Standard,6.94,30,71.79,1.0,71.79,5,Cash,0,49,Male,Mid-Career,18,Monday,June,1
1280,75,2024-04-11 02:12:00,Bangalore,Standard,40.0,120,463.1,1.0,463.1,5,UPI,0,32,Male,Young Professional,2,Thursday,April,0
1281,1433,2024-07-15 09:20:00,Mumbai,Premium,2.61,11,46.57,1.5,69.86,5,UPI,0,29,Male,Young Professional,9,Monday,July,1
1282,1652,2024-09-04 20:57:00,Delhi,Pool,12.1,47,115.23,1.5,172.84,2,UPI,0,22,Male,Student,20,Wednesday,September,1
1283,340,2024-02-24 23:16:00,Mumbai,Premium,6.97,21,120.67,1.0,120.67,2,UPI,0,61,Female,Senior,23,Saturday,February,0
1284,1585,2024-05-01 14:25:00,Delhi,Standard,29.8,108,353.21,1.0,353.21,5,UPI,0,21,Male,Student,14,Wednesday,May,0
1285,319,2024-07-14 12:07:00,Mumbai,Standard,14.07,53,139.71,1.0,139.71,5,Wallet,0,27,Female,Young Professional,12,Sunday,July,0
1286,239,2024-10-19 12:41:00,Delhi,Premium,40.0,120,800.0,1.0,800.0,5,UPI,0,36,Female,Mid-Career,12,Saturday,October,0
1287,510,2024-07-02 08:18:00,Delhi,Standard,7.1,28,88.62,1.5,132.93,5,UPI,0,38,Female,Mid-Career,8,Tuesday,July,1
1288,795,2024-10-21 22:28:00,Delhi,Standard,1.83,11,30.0,1.0,30.0,5,Wallet,0,41,Female,Mid-Career,22,Monday,October,0
1289,454,2024-05-31 20:01:00,Mumbai,Standard,5.6,24,77.17,1.5,115.76,4,Card,0,50,Male,Senior,20,Friday,May,1
1290,1734,2024-12-24 09:28:00,Delhi,Standard,9.93,38,120.96,1.5,181.44,5,Cash,0,37,Male,Mid-Career,9,Tuesday,December,1
1291,1511,2024-05-31 17:38:00,Hyderabad,Standard,11.91,49,146.06,1.0,146.06,5,UPI,0,21,Male,Student,17,Friday,May,1
1292,1897,2024-01-12 19:41:00,Delhi,Standard,1.0,5,30.0,1.5,45.0,5,Card,0,29,Male,Young Professional,19,Friday,January,1
1293,1082,2024-12-03 19:42:00,Bangalore,Premium,5.63,28,118.86,1.5,178.29,5,UPI,0,35,Female,Mid-Career,19,Tuesday,December,1
1294,1658,2024-07-21 12:32:00,Delhi,Premium,2.15,12,40.8,1.0,40.8,4,UPI,0,52,Female,Senior,12,Sunday,July,0
1295,1658,2024-05-20 02:49:00,Delhi,Pool,16.63,67,130.19,1.0,130.19,2,Card,0,18,Male,Student,2,Monday,May,0
1296,1289,2024-01-05 10:25:00,Bangalore,Standard,1.33,5,30.0,1.0,30.0,5,Card,1,44,Male,Mid-Career,10,Friday,January,0
1297,725,2024-10-16 01:13:00,Chennai,Standard,8.78,28,108.33,1.0,108.33,3,UPI,0,33,Male,Young Professional,1,Wednesday,October,0
1298,978,2024-12-17 13:11:00,Mumbai,Standard,2.47,13,30.0,1.0,30.0,5,Cash,0,40,Female,Mid-Career,13,Tuesday,December,0
1299,897,2024-01-26 03:07:00,Mumbai,Premium,3.53,19,60.66,1.0,60.66,5,Card,0,30,Female,Young Professional,3,Friday,January,0
1300,242,2024-11-06 20:02:00,Bangalore,Pool,22.58,82,207.72,1.5,311.58,4,Card,0,23,Female,Student,20,Wednesday,November,1
1301,1778,2024-09-11 11:24:00,Chennai,Standard,2.2,14,30.0,1.0,30.0,5,UPI,0,39,Female,Mid-Career,11,Wednesday,September,0
1302,76,2024-05-26 17:51:00,Chennai,XL,1.0,11,30.0,1.0,30.0,4,Wallet,0,38,Male,Mid-Career,17,Sunday,May,1
1303,1729,2024-04-27 06:06:00,Delhi,Standard,1.0,10,30.0,1.0,30.0,5,UPI,0,41,Male,Mid-Career,6,Saturday,April,0
1304,348,2024-11-06 08:47:00,Delhi,Premium,5.62,25,97.85,1.5,146.77,2,Card,0,31,Male,Young Professional,8,Wednesday,November,1
1305,920,2024-06-29 07:59:00,Bangalore,Pool,8.21,34,73.92,1.5,110.88,5,UPI,0,26,Male,Young Professional,7,Saturday,June,1
1306,1555,2024-04-22 23:55:00,Bangalore,Pool,3.17,14,30.0,1.0,30.0,5,Wallet,0,18,Female,Student,23,Monday,April,0
1307,1658,2024-11-21 18:13:00,Bangalore,Pool,9.38,38,85.03,1.5,127.54,4,Wallet,0,40,Female,Mid-Career,18,Thursday,November,1
1308,142,2024-04-07 22:12:00,Hyderabad,Pool,1.0,5,30.0,1.0,30.0,5,UPI,0,36,Female,Mid-Career,22,Sunday,April,0
1309,910,2024-11-13 09:48:00,Bangalore,Standard,15.58,57,200.1,1.5,300.15,5,Cash,0,22,Male,Student,9,Wednesday,November,1
1310,1754,2024-05-08 10:36:00,Delhi,Pool,13.57,54,89.41,1.0,89.41,5,UPI,0,26,Male,Young Professional,10,Wednesday,May,0
1311,1872,2024-12-13 19:47:00,Delhi,Standard,33.87,120,386.07,1.0,386.07,5,UPI,1,27,Male,Young Professional,19,Friday,December,1
1312,1532,2024-12-03 13:47:00,Bangalore,Pool,22.05,80,153.97,1.0,153.97,4,Cash,0,18,Female,Student,13,Tuesday,December,0
1313,1880,2024-12-14 17:19:00,Delhi,Premium,3.52,19,67.82,2.0,135.64,5,UPI,1,23,Female,Student,17,Saturday,December,1
1314,1696,2024-03-11 20:53:00,Delhi,Pool,4.08,20,34.15,2.0,68.3,4,UPI,0,20,Male,Student,20,Monday,March,1
1315,774,2024-11-17 12:44:00,Mumbai,Standard,10.96,43,123.59,1.0,123.59,5,Card,0,27,Female,Young Professional,12,Sunday,November,0
1316,113,2024-02-19 13:43:00,Mumbai,Premium,1.15,9,30.0,1.0,30.0,2,Cash,0,24,Female,Student,13,Monday,February,0
1317,493,2024-11-17 13:13:00,Delhi,Premium,3.02,17,55.14,1.0,55.14,4,UPI,0,18,Male,Student,13,Sunday,November,0
1318,350,2024-11-26 22:56:00,Hyderabad,Pool,1.01,11,30.0,1.0,30.0,4,UPI,0,52,Female,Senior,22,Tuesday,November,0
1319,765,2024-01-21 02:37:00,Mumbai,Standard,4.85,23,65.88,1.0,65.88,4,UPI,0,44,Male,Mid-Career,2,Sunday,January,0
1320,791,2024-06-07 08:52:00,Delhi,Standard,6.42,24,84.9,1.0,84.9,5,UPI,0,24,Female,Student,8,Friday,June,1
1321,1043,2024-08-13 08:19:00,Delhi,Standard,1.9,11,30.0,1.0,30.0,4,UPI,0,34,Female,Young Professional,8,Tuesday,August,1
1322,1753,2024-01-18 09:23:00,Mumbai,Standard,1.0,7,30.0,2.0,60.0,5,Wallet,0,36,Other,Mid-Career,9,Thursday,January,1
1323,217,2024-10-23 02:29:00,Chennai,Pool,10.17,37,86.06,1.0,86.06,4,UPI,0,43,Male,Mid-Career,2,Wednesday,October,0
1324,1524,2024-07-05 08:03:00,Hyderabad,Standard,1.0,10,30.0,1.5,45.0,5,Card,0,23,Male,Student,8,Friday,July,1
1325,642,2024-03-08 07:41:00,Mumbai,XL,29.02,108,418.83,1.0,418.83,5,Wallet,0,42,Male,Mid-Career,7,Friday,March,1
1326,714,2024-02-16 12:40:00,Bangalore,Standard,2.0,14,30.0,1.0,30.0,4,Card,0,26,Male,Young Professional,12,Friday,February,0
1327,1449,2024-05-31 12:14:00,Delhi,Standard,8.72,33,119.69,1.0,119.69,4,UPI,0,18,Female,Student,12,Friday,May,0
1328,1717,2024-06-16 18:36:00,Chennai,Pool,4.56,21,32.36,1.0,32.36,4,Card,1,39,Female,Mid-Career,18,Sunday,June,1
1329,411,2024-07-31 13:56:00,Delhi,Premium,1.0,8,30.0,1.0,30.0,4,Wallet,0,44,Male,Mid-Career,13,Wednesday,July,0
1330,511,2024-03-30 17:56:00,Mumbai,Standard,5.11,24,62.68,1.5,94.02,4,UPI,0,57,Male,Senior,17,Saturday,March,1
1331,108,2024-04-12 17:53:00,Bangalore,Premium,5.82,26,112.2,1.0,112.2,4,UPI,0,20,Male,Student,17,Friday,April,1
1332,1928,2024-03-08 07:16:00,Hyderabad,Pool,15.43,59,131.4,1.0,131.4,4,UPI,1,38,Male,Mid-Career,7,Friday,March,1
1333,105,2024-10-03 16:13:00,Mumbai,Standard,10.54,42,147.19,1.0,147.19,5,Card,0,27,Male,Young Professional,16,Thursday,October,0
1334,1579,2024-07-06 13:32:00,Bangalore,XL,1.0,12,30.0,1.0,30.0,4,UPI,0,39,Male,Mid-Career,13,Saturday,July,0
1335,289,2024-09-28 20:01:00,Mumbai,XL,1.88,9,30.0,2.0,60.0,5,Cash,0,18,Female,Student,20,Saturday,September,1
1336,1451,2024-09-13 10:19:00,Chennai,Premium,2.99,15,63.53,1.0,63.53,5,Card,0,19,Male,Student,10,Friday,September,0
1337,723,2024-05-19 13:00:00,Mumbai,Standard,1.0,12,30.0,1.0,30.0,4,UPI,0,24,Female,Student,13,Sunday,May,0
1338,631,2024-03-25 12:13:00,Chennai,Premium,4.88,20,96.43,1.0,96.43,4,Cash,0,32,Female,Young Professional,12,Monday,March,0
1339,1950,2024-05-11 09:53:00,Delhi,Standard,33.24,119,386.67,1.5,580.0,3,UPI,0,25,Male,Young Professional,9,Saturday,May,1
1340,290,2024-09-03 08:11:00,Delhi,Standard,5.78,27,54.0,2.0,108.0,4,Cash,0,38,Female,Mid-Career,8,Tuesday,September,1
1341,1358,2024-05-31 08:55:00,Chennai,Standard,10.83,39,119.9,1.5,179.85,5,Card,0,42,Female,Mid-Career,8,Friday,May,1
1342,1892,2024-06-22 01:21:00,Chennai,Standard,9.19,39,97.71,1.0,97.71,4,Card,1,37,Female,Mid-Career,1,Saturday,June,0
1343,20,2024-02-28 08:13:00,Bangalore,Pool,15.17,57,129.69,1.5,194.54,4,UPI,0,48,Male,Mid-Career,8,Wednesday,February,1
1344,318,2024-08-27 12:31:00,Mumbai,Pool,1.94,13,30.0,1.0,30.0,4,Card,0,36,Male,Mid-Career,12,Tuesday,August,0
1345,1487,2024-02-08 05:46:00,Delhi,Pool,11.21,41,87.17,1.0,87.17,5,Card,0,19,Female,Student,5,Thursday,February,0
1346,2,2024-03-13 09:24:00,Delhi,Standard,17.05,68,204.45,1.5,306.67,5,Card,0,45,Female,Mid-Career,9,Wednesday,March,1
1347,216,2024-04-25 07:46:00,Delhi,Standard,1.51,7,30.0,1.5,45.0,5,UPI,0,25,Male,Young Professional,7,Thursday,April,1
1348,1624,2024-12-12 22:20:00,Bangalore,Standard,3.41,19,47.23,1.0,47.23,5,UPI,0,41,Male,Mid-Career,22,Thursday,December,0
1349,253,2024-12-11 04:29:00,Mumbai,XL,28.08,100,507.6,1.0,507.6,3,UPI,0,47,Male,Mid-Career,4,Wednesday,December,0
1350,223,2024-07-22 07:25:00,Bangalore,Standard,12.14,53,169.28,1.0,169.28,2,UPI,0,36,Male,Mid-Career,7,Monday,July,1
1351,1232,2024-10-12 08:38:00,Bangalore,Pool,2.66,14,30.0,1.0,30.0,4,UPI,0,18,Female,Student,8,Saturday,October,1
1352,630,2024-07-06 14:48:00,Mumbai,Premium,6.64,34,132.41,1.0,132.41,5,Card,0,22,Male,Student,14,Saturday,July,0
1353,68,2024-02-16 18:10:00,Bangalore,Standard,4.14,17,57.76,1.5,86.64,5,UPI,0,45,Male,Mid-Career,18,Friday,February,1
